history_sequence,user_prompt,user_intent,candidate_endpoint,candidate_http_method,candidate_has_path_parameters,candidate_has_query_parameters,candidate_requires_request_body,candidate_path_depth,candidate_summary,next_call_user_made,llm_reason_for_candidate,is_actual_next_call
"GET /templates","I need to create a new email from a template.","User is viewing templates and wants to create an email based on one.","/emails","POST",FALSE,FALSE,TRUE,1,"Creates a new email.",/emails,"Common flow: view template, then create something from it.",1
"GET /templates","I need to create a new email from a template.","User is viewing templates and wants to create an email based on one.","/templates/{id}","PUT",TRUE,FALSE,TRUE,2,"Updates a template.",/emails,"User wants to create an email, not update template.",0
"GET /templates","I need to create a new email from a template.","User is viewing templates and wants to create an email based on one.","/campaigns","POST",FALSE,FALSE,TRUE,1,"Creates a new marketing campaign.",/emails,"Campaign is broader than a single email.",0
"GET /templates","I need to create a new email from a template.","User is viewing templates and wants to create an email based on one.","/users/{id}/inbox","GET",TRUE,FALSE,FALSE,3,"Retrieves user's inbox.",/emails,"Viewing inbox is unrelated to creating an email from template.",0
"POST /deployments","Deploy the latest version of the application.","User has triggered a deployment and wants to confirm its status.","/deployments/{id}/status","GET",TRUE,FALSE,FALSE,3,"Retrieves status of a specific deployment.",/deployments/{id}/status,"After triggering, checking status is immediate next step.",1
"POST /deployments","Deploy the latest version of the application.","User has triggered a deployment and wants to confirm its status.","/deployments","GET",FALSE,TRUE,FALSE,1,"Lists all deployments.",/deployments/{id}/status,"User wants status of *the* deployment, not all.",0
"POST /deployments","Deploy the latest version of the application.","User has triggered a deployment and wants to confirm its status.","/releases","GET",FALSE,TRUE,FALSE,1,"Lists all software releases.",/deployments/{id}/status,"Releases are related, but deployment status is more direct.",0
"POST /deployments","Deploy the latest version of the application.","User has triggered a deployment and wants to confirm its status.","/rollbacks","POST",FALSE,FALSE,TRUE,1,"Initiates a rollback.",/deployments/{id}/status,"Rollback is only if deployment failed, not typical next step.",0
"GET /audit_logs","Show me user login failures.","User wants to filter audit logs for failed login attempts.","/audit_logs","GET",FALSE,TRUE,FALSE,1,"Retrieves audit logs, often with filtering.",/audit_logs,"Prompt specifies filtering of audit logs.",1
"GET /audit_logs","Show me user login failures.","User wants to filter audit logs for failed login attempts.","/logs/errors","GET",FALSE,TRUE,FALSE,2,"Retrieves system error logs.",/audit_logs,"User wants *audit* logs, not general errors.",0
"GET /audit_logs","Show me user login failures.","User wants to filter audit logs for failed login attempts.","/users/{id}/security","GET",TRUE,FALSE,FALSE,3,"Retrieves user security settings.",/audit_logs,"Too specific, user asked for *logs*.",0
"GET /audit_logs","Show me user login failures.","User wants to filter audit logs for failed login attempts.","/metrics/security","GET",FALSE,TRUE,FALSE,2,"Retrieves security-related metrics.",/audit_logs,"Metrics are different from logs.",0
"POST /contacts","Add a new contact to our CRM.","User intends to create a new contact entry in the CRM.","/contacts","POST",FALSE,FALSE,TRUE,1,"Creates a new contact.",/contacts,"Directly matches 'add a new contact'.",1
"POST /contacts","Add a new contact to our CRM.","User intends to create a new contact entry in the CRM.","/contacts/{id}","GET",TRUE,FALSE,FALSE,2,"Retrieves a specific contact.",/contacts,"User is creating, not viewing existing.",0
"POST /contacts","Add a new contact to our CRM.","User intends to create a new contact entry in the CRM.","/companies","POST",FALSE,FALSE,TRUE,1,"Creates a new company.",/contacts,"Related, but not a contact.",0
"POST /contacts","Add a new contact to our CRM.","User intends to create a new contact entry in the CRM.","/opportunities","POST",FALSE,FALSE,TRUE,1,"Creates a new sales opportunity.",/contacts,"Opportunity comes after contact creation usually.",0
"GET /backups","I need to restore the database from last night's backup.","User wants to initiate a database restoration from a specific backup.","/backups/{id}/restore","POST",TRUE,FALSE,TRUE,3,"Initiates a restore operation from a specific backup.",/backups/{id}/restore,"Directly matches 'restore database from backup'.",1
"GET /backups","I need to restore the database from last night's backup.","User wants to initiate a database restoration from a specific backup.","/backups","POST",FALSE,FALSE,TRUE,1,"Creates a new backup.",/backups/{id}/restore,"Opposite action.",0
"GET /backups","I need to restore the database from last night's backup.","User wants to initiate a database restoration from a specific backup.","/database/status","GET",FALSE,TRUE,FALSE,2,"Retrieves database status.",/backups/{id}/restore,"Checking status is separate from restoring.",0
"GET /backups","I need to restore the database from last night's backup.","User wants to initiate a database restoration from a specific backup.","/files/{id}","GET",TRUE,FALSE,FALSE,2,"Retrieves a specific file.",/backups/{id}/restore,"Unrelated to database backups.",0
"GET /subscriptions; GET /subscriptions/{id}","I want to upgrade this subscription.","User is viewing a subscription and wants to change its plan.","/subscriptions/{id}","PUT",TRUE,FALSE,TRUE,2,"Updates a subscription, including its plan.",/subscriptions/{id},"Directly matches 'upgrade this subscription'.",1
"GET /subscriptions; GET /subscriptions/{id}","I want to upgrade this subscription.","User is viewing a subscription and wants to change its plan.","/subscriptions/{id}","DELETE",TRUE,FALSE,FALSE,2,"Cancels a subscription.",/subscriptions/{id},"Opposite action.",0
"GET /subscriptions; GET /subscriptions/{id}","I want to upgrade this subscription.","User is viewing a subscription and wants to change its plan.","/plans","GET",FALSE,TRUE,FALSE,1,"Lists available subscription plans.",/subscriptions/{id},"Might be a step before, but update is the direct action.",0
"GET /subscriptions; GET /subscriptions/{id}","I want to upgrade this subscription.","User is viewing a subscription and wants to change its plan.","/invoices","GET",FALSE,TRUE,FALSE,1,"Lists invoices.",/subscriptions/{id},"Not directly related to upgrading.",0
"POST /documents/{id}/comments","Leave a comment on this document.","User is viewing a document and wants to add a comment.","/documents/{id}/comments","POST",TRUE,FALSE,TRUE,3,"Adds a comment to a document.",/documents/{id}/comments,"Directly matches 'leave a comment'.",1
"POST /documents/{id}/comments","Leave a comment on this document.","User is viewing a document and wants to add a comment.","/documents/{id}","PUT",TRUE,FALSE,TRUE,2,"Updates a document's content.",/documents/{id}/comments,"User wants to comment, not edit document itself.",0
"POST /documents/{id}/comments","Leave a comment on this document.","User is viewing a document and wants to add a comment.","/users/{id}/feed","GET",TRUE,TRUE,FALSE,3,"Retrieves a user's activity feed.",/documents/{id}/comments,"Unrelated to document comments.",0
"POST /documents/{id}/comments","Leave a comment on this document.","User is viewing a document and wants to add a comment.","/notifications","POST",FALSE,FALSE,TRUE,1,"Sends a notification.",/documents/{id}/comments,"Too generic.",0
"GET /customers/{id}/addresses","Set this as the primary billing address.","User is managing customer addresses and wants to designate one as primary for billing.","/customers/{id}/addresses/{id}/set_primary_billing","POST",TRUE,FALSE,FALSE,5,"Sets a specific address as the primary billing address for a customer.",/customers/{id}/addresses/{id}/set_primary_billing,"Specific intent to set primary billing address.",1
"GET /customers/{id}/addresses","Set this as the primary billing address.","User is managing customer addresses and wants to designate one as primary for billing.","/customers/{id}/addresses/{id}","PUT",TRUE,FALSE,TRUE,4,"Updates a customer's address.",/customers/{id}/addresses/{id}/set_primary_billing,"User wants to set *primary billing*, not just update address.",0
"GET /customers/{id}/addresses","Set this as the primary billing address.","User is managing customer addresses and wants to designate one as primary for billing.","/customers/{id}/payment_methods","GET",TRUE,TRUE,FALSE,3,"Lists customer payment methods.",/customers/{id}/addresses/{id}/set_primary_billing,"About payment methods, not addresses.",0
"GET /customers/{id}/addresses","Set this as the primary billing address.","User is managing customer addresses and wants to designate one as primary for billing.","/billing_settings","PUT",FALSE,FALSE,TRUE,1,"Updates general billing settings.",/customers/{id}/addresses/{id}/set_primary_billing,"Too general, not specific to an address.",0
"POST /products; PUT /products/{id}","I need to disable this product from being sold.","User has been managing product details and wants to deactivate a product.","/products/{id}/status","PUT",TRUE,FALSE,TRUE,3,"Updates the status (e.g., active/inactive) of a product.",/products/{id}/status,"Directly matches 'disable this product'.",1
"POST /products; PUT /products/{id}","I need to disable this product from being sold.","User has been managing product details and wants to deactivate a product.","/products/{id}","DELETE",TRUE,FALSE,FALSE,2,"Deletes a product.",/products/{id}/status,"Disabling is usually softer than deleting.",0
"POST /products; PUT /products/{id}","I need to disable this product from being sold.","User has been managing product details and wants to deactivate a product.","/inventory/{id}","PUT",TRUE,FALSE,TRUE,2,"Updates inventory for a product.",/products/{id}/status,"About inventory, not product status.",0
"POST /products; PUT /products/{id}","I need to disable this product from being sold.","User has been managing product details and wants to deactivate a product.","/categories/{id}","PUT",TRUE,FALSE,TRUE,2,"Updates a category.",/products/{id}/status,"Irrelevant.",0
"GET /teams/{id}/members","Remove this person from the team.","User is viewing team members and wants to remove one.","/teams/{id}/members/{member_id}","DELETE",TRUE,FALSE,FALSE,4,"Removes a member from a team.",/teams/{id}/members/{member_id},"Directly matches 'remove this person'.",1
"GET /teams/{id}/members","Remove this person from the team.","User is viewing team members and wants to remove one.","/teams/{id}/members/{member_id}","PUT",TRUE,FALSE,TRUE,4,"Updates a team member's role.",/teams/{id}/members/{member_id},"User wants to remove, not update role.",0
